title,keywords,session_year,supervisor_name,category
Intestinal Parasitic Infections Among Schoolchildren and Associated Environmental Risk Factors in Osun,"intestinal parasites, schoolchildren, environmental risk, infections, Osun",2015,Prof. Adeoti,Infectious Diseases
Hospital-Based Assessment of Mixed-Effects Modelling of Longitudinal Blood Pressure Data Among Residents of Ejigbo Local Government,"mixed-effects model, longitudinal, blood pressure, hypertension, Osogbo",2020,Dr. Akindele,Biostatistics
Hospital-Based Assessment of Prevalence and Risk Factors of Hypertension Among Residents of Iwo Local Government,"hypertension, prevalence, risk factors, adults, Osun State",2019,Dr. Abiodun,Epidemiology
Dengue Fever Seroprevalence and Associated Risk Factors in Flood-Prone Areas of Osun State,"dengue fever, seroprevalence, flood-prone, risk factors, Osun",2019,Prof. Nwosu,Epidemiology
Comparative Study of Sanitation Conditions and Hygiene Practices in Public Primary Schools of Osun State Nigeria Among Residents of Ife East Local Government,"sanitation, hygiene, primary schools, public schools, Osun State",2015,Prof. Emeka,Environmental Health
Community-Based Study on Tuberculosis Treatment Default Rate and Associated Factors in DOTS Centres Osun State Nigeria Among Residents of Ejigbo Local Government,"tuberculosis, treatment default, DOTS, Osun State, associated factors",2017,Prof. Adeoti,Infectious Diseases
Longitudinal Investigation of Prevalence and Risk Factors of Hypertension Among Residents of Ede Local Government,"hypertension, prevalence, risk factors, adults, Osun State",2016,Prof. Ogunleye,Epidemiology
Longitudinal Investigation of Effect of Hospital Autonomy Policy on Service Delivery Quality in Osun State General Hospitals Among Residents of Ife South Local Government,"hospital autonomy, service delivery, quality, policy, Osun State",2022,Dr. Igwe,Health Policy
An Exploratory Analysis of Indoor Air Pollution from Biomass Fuel Use and Respiratory Health Among Residents of Ife North Local Government,"indoor air pollution, biomass fuel, respiratory health, women, rural",2022,Dr. Salawu,Environmental Health
Hospital-Based Assessment of Tuberculosis Treatment Default Rate and Associated Factors in DOTS Centres Osun State Nigeria Among Residents of Ejigbo Local Government,"tuberculosis, treatment default, DOTS, Osun State, associated factors",2016,Dr. Akindele,Infectious Diseases
A Cross-Sectional Study of Epidemiological Investigation of Malaria Burden Among Residents of Ilesa Local Government,"malaria, children, epidemiology, rural, Nigeria",2022,Dr. Igwe,Epidemiology
Hospital-Based Assessment of Evaluation of Food Safety Practices in Open-Air Markets and Restaurants in Osogbo Metropolis Among Residents of Boripe Local Government,"food safety, open-air markets, restaurants, evaluation, Osogbo",2022,Dr. Adeyemi,Environmental Health
Longitudinal Investigation of Pattern of Morbidity and Mortality from Communicable Diseases in Osogbo Metropolis Among Residents of Ilesa Local Government,"morbidity, mortality, communicable diseases, Osogbo, pattern",2022,Prof. Adeoti,Epidemiology
Factors Associated with Recurrent Malaria Episodes Among Under-Five Children in Osun State Communities,"recurrent malaria, under-five, risk factors, Osun State, episodes",2020,Dr. Igwe,Infectious Diseases
Longitudinal Investigation of Impact of Open Defecation on Child Diarrhoeal Diseases in Rural Communities of Osun State Among Residents of Ilesa Local Government,"open defecation, diarrhoea, children, rural, sanitation",2020,Dr. Babatunde,Environmental Health
Prevalence and Risk Factors of Hypertension Among Adult Residents in Osun State Communities,"hypertension, prevalence, risk factors, adults, Osun State",2017,Dr. Abiodun,Epidemiology
Comparative Study of Assessment of Primary Healthcare Governance and Accountability Mechanisms in Southwest Nigeria Among Residents of Ilesa Local Government,"primary healthcare, governance, accountability, Southwest Nigeria, policy",2021,Dr. Nnamdi,Health Policy
Comparative Study of Pattern of Morbidity and Mortality from Communicable Diseases in Osogbo Metropolis Among Residents of Iwo Local Government,"morbidity, mortality, communicable diseases, Osogbo, pattern",2016,Dr. Akindele,Epidemiology
A Descriptive Analysis of Seroprevalence of Hepatitis B Virus Infection Among Residents of Ife North Local Government,"hepatitis B, seroprevalence, blood donors, teaching hospital",2021,Dr. Chukwu,Epidemiology
Effect of Hospital Autonomy Policy on Service Delivery Quality in Osun State General Hospitals,"hospital autonomy, service delivery, quality, policy, Osun State",2019,Dr. Nwachukwu,Health Policy
Longitudinal Investigation of Epidemiology of Salmonella Infections and Outbreak Investigation in Osun State Communities Among Residents of Ejigbo Local Government,"Salmonella, infections, outbreak investigation, Osun State, epidemiology",2019,Prof. Okafor,Infectious Diseases
An Exploratory Analysis of Environmental Health Impact Assessment of a Proposed Industrial Estate in Osun State Nigeria Among Residents of Ife East Local Government,"environmental health impact, industrial estate, assessment, Osun State, Nigeria",2016,Prof. Adeleke,Environmental Health
A Cross-Sectional Study of Intestinal Parasitic Infections Among Residents of Boripe Local Government,"intestinal parasites, schoolchildren, environmental risk, infections, Osun",2020,Prof. Obiora,Infectious Diseases
Comparative Study of Receiver Operating Characteristic Curve Analysis for Predicting Severe Malaria in Children Nigeria Among Residents of Ilesa Local Government,"ROC curve, severe malaria, prediction, children, Nigeria",2016,Dr. Agboola,Biostatistics
A Cross-Sectional Study of Sensitivity and Specificity Analysis of Diagnostic Tests for Malaria in UNIOSUN Teaching Hospital Among Residents of Ife North Local Government,"sensitivity, specificity, diagnostic tests, malaria, UNIOSUN",2016,Dr. Folarin,Biostatistics
A Descriptive Analysis of Lead Exposure Assessment and Neurological Effects Among Residents of Ife East Local Government,"lead exposure, neurological effects, children, battery recycling, assessment",2019,Dr. Akindele,Environmental Health
Longitudinal Investigation of Heavy Metal Contamination of Borehole Water Sources in Industrial Areas of Osun State Nigeria Among Residents of Ilesa Local Government,"heavy metals, borehole, contamination, industrial, water safety",2018,Prof. Bankole,Environmental Health
Community-Based Study on Policy Implementation Fidelity of the Integrated Disease Surveillance Response System in Nigeria Among Residents of Boripe Local Government,"IDSR, policy implementation, disease surveillance, fidelity, Nigeria",2017,Prof. Fasola,Health Policy
Intersectoral Collaboration for Social Determinants of Health Policy in Southwest Nigeria,"intersectoral collaboration, social determinants, health policy, Southwest Nigeria",2019,Dr. Okonkwo,Health Policy
Longitudinal Investigation of Gestational Diabetes Prevalence and Management Practices Among Residents of Ede Local Government,"gestational diabetes, prevalence, management, pregnant women, Osogbo",2017,Prof. Emeka,Maternal & Child Health
A Cross-Sectional Study of Chemical Pesticide Use Patterns and Chronic Health Effects Among Residents of Ede Local Government,"pesticide, chemical exposure, agricultural workers, chronic health, Osun",2018,Dr. Akinwande,Environmental Health
Community-Based Study on Climate Change Perceptions and Health Adaptation Strategies Among Residents of Iwo Local Government,"climate change, health adaptation, farmers, perceptions, Osun State",2022,Prof. Emeka,Environmental Health
A Descriptive Analysis of Obstetric Complications and Emergency Referral Patterns at UNIOSUN Teaching Hospital Osogbo Among Residents of Ilesha Local Government,"obstetric complications, emergency referral, UNIOSUN, teaching hospital, Osogbo",2019,Prof. Adebayo,Maternal & Child Health
Comparative Study of Prevalence of Hepatitis C Virus Antibodies Among Residents of Ife East Local Government,"hepatitis C, prevalence, antibodies, surgical wards, Osogbo",2016,Dr. Babatunde,Infectious Diseases
Trend Analysis of Tuberculosis Case Notifications in Osun State Over a Ten-Year Period,"tuberculosis, trend analysis, case notification, Osun State",2018,Prof. Bankole,Epidemiology
Longitudinal Investigation of Assessment of Infection Prevention and Control Practices in UNIOSUN Teaching Hospital Wards Among Residents of Ede Local Government,"infection prevention, control practices, UNIOSUN, teaching hospital, wards",2016,Dr. Nnamdi,Infectious Diseases
A Cross-Sectional Study of Stakeholder Perceptions of Universal Health Coverage Implementation in Osun State Nigeria Among Residents of Ilesa Local Government,"universal health coverage, stakeholders, perceptions, implementation, Nigeria",2020,Dr. Chukwu,Health Policy
Community-Based Study on E-Waste Disposal Practices and Toxic Exposure Among Residents of Ife East Local Government,"e-waste, disposal, toxic exposure, informal recyclers, Southwest Nigeria",2021,Prof. Onyeka,Environmental Health
An Exploratory Analysis of Evaluation of Drinking Water Treatment Practices in Households of Peri-Urban Osun State Communities Among Residents of Ilesha Local Government,"drinking water, treatment practices, households, peri-urban, Osun",2020,Prof. Afolabi,Environmental Health
Impact of Flooding Events on Waterborne Disease Incidence in Osun State Flood Corridors,"flooding, waterborne disease, incidence, Osun State, flood corridors",2020,Prof. Okafor,Environmental Health
An Exploratory Analysis of Prevalence of Overweight and Obesity Among Residents of Ede Local Government,"overweight, obesity, adolescents, secondary school, Osogbo",2019,Dr. Nwachukwu,Epidemiology
Hospital-Based Assessment of Seroprevalence of Hepatitis B Virus Infection Among Residents of Iwo Local Government,"hepatitis B, seroprevalence, blood donors, teaching hospital",2018,Prof. Afolabi,Epidemiology
A Cross-Sectional Study of Environmental Health Impact Assessment of a Proposed Industrial Estate in Osun State Nigeria Among Residents of Ejigbo Local Government,"environmental health impact, industrial estate, assessment, Osun State, Nigeria",2021,Prof. Adebayo,Environmental Health
An Exploratory Analysis of Environmental Health Impact Assessment of a Proposed Industrial Estate in Osun State Nigeria Among Residents of Iwo Local Government,"environmental health impact, industrial estate, assessment, Osun State, Nigeria",2015,Prof. Ogunleye,Environmental Health
Hospital-Based Assessment of Nutritional Status and Cognitive Development Among Residents of Ilesa Local Government,"nutritional status, cognitive development, primary school, children, Osun",2016,Dr. Nnamdi,Maternal & Child Health
A Descriptive Analysis of Tuberculosis Treatment Default Rate and Associated Factors in DOTS Centres Osun State Nigeria Among Residents of Ilesa Local Government,"tuberculosis, treatment default, DOTS, Osun State, associated factors",2020,Prof. Okafor,Infectious Diseases
A Cross-Sectional Study of Assessment of Infection Prevention and Control Practices in UNIOSUN Teaching Hospital Wards Among Residents of Iwo Local Government,"infection prevention, control practices, UNIOSUN, teaching hospital, wards",2021,Prof. Adesanya,Infectious Diseases
Community-Based Study on Tobacco Control Policy Awareness and Compliance Among Residents of Ilesa Local Government,"tobacco control, policy compliance, market vendors, Osogbo, awareness",2017,Dr. Abiodun,Health Policy
Retrospective Review of Prevalence and Risk Factors of Hypertension Among Residents of Ilesha Local Government,"hypertension, prevalence, risk factors, adults, Osun State",2016,Prof. Ogunleye,Epidemiology
Analysis of Task-Shifting Policy for Health Workers in Low-Resource Settings of Southwest Nigeria,"task-shifting, health workers, low-resource, policy, Southwest Nigeria",2016,Dr. Salawu,Health Policy
A Cross-Sectional Study of Assessment of Primary Healthcare Governance and Accountability Mechanisms in Southwest Nigeria Among Residents of Ede Local Government,"primary healthcare, governance, accountability, Southwest Nigeria, policy",2017,Prof. Bankole,Health Policy
An Exploratory Analysis of Time Series Analysis of Seasonal Malaria Trends in Osun State Using ARIMA Models Among Residents of Ife South Local Government,"time series, ARIMA, seasonal malaria, trends, Osun State",2019,Prof. Okafor,Biostatistics
Retrospective Review of Mixed-Effects Modelling of Longitudinal Blood Pressure Data Among Residents of Ife North Local Government,"mixed-effects model, longitudinal, blood pressure, hypertension, Osogbo",2015,Prof. Ogunleye,Biostatistics
A Cross-Sectional Study of Statistical Modelling of Maternal Mortality Predictors at UNIOSUN Teaching Hospital Nigeria Among Residents of Ede Local Government,"statistical modelling, maternal mortality, predictors, UNIOSUN, Nigeria",2018,Prof. Ogunleye,Biostatistics
Comparative Study of Effectiveness of the Basic Healthcare Provision Fund in Strengthening Primary Health Centers Among Residents of Osogbo Local Government,"basic healthcare fund, PHC, effectiveness, primary health, strengthening",2017,Prof. Nwosu,Health Policy
Child Immunization Coverage and Barriers to Vaccine Uptake in Osun State Local Government Areas,"immunization, coverage, barriers, vaccine uptake, Osun State",2021,Dr. Igwe,Maternal & Child Health
Epidemiology of Salmonella Infections and Outbreak Investigation in Osun State Communities,"Salmonella, infections, outbreak investigation, Osun State, epidemiology",2015,Prof. Fasola,Infectious Diseases
Retrospective Review of Tuberculosis Treatment Default Rate and Associated Factors in DOTS Centres Osun State Nigeria Among Residents of Ife East Local Government,"tuberculosis, treatment default, DOTS, Osun State, associated factors",2017,Dr. Akindele,Infectious Diseases
Community-Based Study on Multilevel Modelling of Determinants of Child Mortality in Southwest Nigerian Communities Among Residents of Boripe Local Government,"multilevel modelling, child mortality, determinants, Southwest Nigeria, biostatistics",2022,Dr. Babatunde,Biostatistics
Comparative Study of Epidemiological Assessment of Childhood Pneumonia Cases in UNIOSUN Teaching Hospital Outpatients Among Residents of Ejigbo Local Government,"pneumonia, childhood, epidemiology, teaching hospital, outpatients",2016,Prof. Fasola,Epidemiology
Retrospective Review of Political Determinants of Health Budget Allocation in Osun State Government Annual Estimates Among Residents of Ilesha Local Government,"health budget, political determinants, allocation, Osun State, government",2017,Dr. Akindele,Health Policy
Factors Influencing Insecticide-Treated Net Use Among Households in Rural Osun State Nigeria,"insecticide-treated net, household, malaria prevention, rural, Osun",2020,Dr. Agboola,Infectious Diseases
Community-Based Study on Intersectoral Collaboration for Social Determinants of Health Policy in Southwest Nigeria Among Residents of Ife South Local Government,"intersectoral collaboration, social determinants, health policy, Southwest Nigeria",2017,Dr. Akinwande,Health Policy
Longitudinal Investigation of Vector Breeding Site Assessment and Malaria Risk in Flood-Prone Areas of Osun State Nigeria Among Residents of Ife North Local Government,"vector breeding, malaria risk, flood-prone, Osun State, assessment",2017,Dr. Oluwaseun,Environmental Health
An Exploratory Analysis of Analysis of Task-Shifting Policy for Health Workers in Low-Resource Settings of Southwest Nigeria Among Residents of Boripe Local Government,"task-shifting, health workers, low-resource, policy, Southwest Nigeria",2020,Dr. Chukwu,Health Policy
A Cross-Sectional Study of Vector Breeding Site Assessment and Malaria Risk in Flood-Prone Areas of Osun State Nigeria Among Residents of Ife South Local Government,"vector breeding, malaria risk, flood-prone, Osun State, assessment",2017,Prof. Eze,Environmental Health
Environmental Health Impact Assessment of a Proposed Industrial Estate in Osun State Nigeria,"environmental health impact, industrial estate, assessment, Osun State, Nigeria",2021,Prof. Fasola,Environmental Health
Hospital-Based Assessment of Burden of Non-Communicable Diseases Among Residents of Osogbo Local Government,"non-communicable diseases, burden, middle-aged, Southwest Nigeria",2016,Prof. Adesanya,Epidemiology
A Cross-Sectional Study of Survival Analysis of Time-to-Death Among Residents of Ede Local Government,"survival analysis, HIV, antiretroviral therapy, time-to-death, Osun State",2021,Dr. Igwe,Biostatistics
A Cross-Sectional Study of Vector Breeding Site Assessment and Malaria Risk in Flood-Prone Areas of Osun State Nigeria Among Residents of Ede Local Government,"vector breeding, malaria risk, flood-prone, Osun State, assessment",2022,Prof. Adewale,Environmental Health
Community-Based Study on Political Determinants of Health Budget Allocation in Osun State Government Annual Estimates Among Residents of Ife East Local Government,"health budget, political determinants, allocation, Osun State, government",2019,Prof. Onyeka,Health Policy
A Descriptive Analysis of Malaria Parasite Density and Treatment Outcomes Among Residents of Ife North Local Government,"malaria, parasite density, treatment outcomes, children, UNIOSUN",2017,Dr. Agboola,Infectious Diseases
Comparative Study of Application of Poisson Regression in Modelling Infectious Disease Count Data in Nigeria Among Residents of Iwo Local Government,"Poisson regression, infectious disease, count data, modelling, Nigeria",2022,Dr. Okonkwo,Biostatistics
An Exploratory Analysis of Knowledge Attitude and Practice Regarding Lassa Fever Prevention Among Residents of Ilesa Local Government,"Lassa fever, knowledge, attitude, practice, healthcare workers",2019,Prof. Adeoti,Infectious Diseases
Longitudinal Investigation of Climate Change Perceptions and Health Adaptation Strategies Among Residents of Ilesa Local Government,"climate change, health adaptation, farmers, perceptions, Osun State",2017,Dr. Akindele,Environmental Health
A Cross-Sectional Study of Assessment of Household Water Quality and Waterborne Disease Risk in Peri-Urban Osogbo Nigeria Among Residents of Ejigbo Local Government,"water quality, household, waterborne disease, peri-urban, Osogbo",2015,Dr. Akinwande,Environmental Health
Retrospective Review of Contact Tracing Effectiveness and Outcomes in Tuberculosis Case Detection in Osun State Nigeria Among Residents of Iwo Local Government,"contact tracing, tuberculosis, case detection, outcomes, Osun State",2015,Dr. Agboola,Infectious Diseases
Time Series Analysis of Seasonal Malaria Trends in Osun State Using ARIMA Models,"time series, ARIMA, seasonal malaria, trends, Osun State",2020,Prof. Onyeka,Biostatistics
Hospital-Based Assessment of Prevalence of Postpartum Depression and Associated Risk Factors Among Residents of Ife East Local Government,"postpartum depression, prevalence, risk factors, mothers, Osogbo",2022,Dr. Agboola,Maternal & Child Health
A Descriptive Analysis of Factor Analysis of Health System Barriers to Maternal Healthcare Utilization in Rural Osun State Among Residents of Ife East Local Government,"factor analysis, health system barriers, maternal healthcare, rural, Osun",2018,Prof. Eze,Biostatistics
A Cross-Sectional Study of Antibiotic Resistance Patterns of Bacterial Isolates from Urinary Tract Infections in Osun Hospitals Among Residents of Ilesha Local Government,"antibiotic resistance, bacterial isolates, urinary tract infection, Osun, hospitals",2019,Dr. Chukwu,Infectious Diseases
Comparative Study of Antiretroviral Therapy Adherence and Viral Load Suppression Among Residents of Ife South Local Government,"antiretroviral therapy, adherence, viral load, HIV patients, Osun State",2016,Prof. Ogunleye,Infectious Diseases
Community-Based Study on Developing a Predictive Scoring Tool for Maternal Complications Using Routine Obstetric Data Nigeria Among Residents of Osogbo Local Government,"predictive scoring, maternal complications, routine data, obstetric, Nigeria",2016,Dr. Nnamdi,Biostatistics
A Descriptive Analysis of Environmental Assessment of Noise Pollution and Hearing Loss Risk Near Industrial Zones in Osogbo Among Residents of Ife East Local Government,"noise pollution, hearing loss, industrial zones, environmental assessment, Osogbo",2015,Dr. Folarin,Environmental Health
An Exploratory Analysis of Epidemiological Investigation of Malaria Burden Among Residents of Ife South Local Government,"malaria, children, epidemiology, rural, Nigeria",2019,Dr. Nwachukwu,Epidemiology
Hospital-Based Assessment of Antibiotic Resistance Patterns of Bacterial Isolates from Urinary Tract Infections in Osun Hospitals Among Residents of Boripe Local Government,"antibiotic resistance, bacterial isolates, urinary tract infection, Osun, hospitals",2019,Prof. Adebayo,Infectious Diseases
A Cross-Sectional Study of Policy Analysis of Community Health Extension Worker Deployment in Rural Osun State Communities Among Residents of Ife South Local Government,"CHEW, deployment, health policy, rural, community health",2018,Prof. Obiora,Health Policy
Comparative Study of Tobacco Control Policy Awareness and Compliance Among Residents of Ede Local Government,"tobacco control, policy compliance, market vendors, Osogbo, awareness",2017,Dr. Folarin,Health Policy
A Cross-Sectional Study of Occupational Hazard Exposure and Health Outcomes Among Residents of Ife North Local Government,"occupational hazard, automobile mechanics, health outcomes, exposure, Osogbo",2015,Prof. Okafor,Environmental Health
Comparative Study of Factors Associated with Recurrent Malaria Episodes Among Residents of Ede Local Government,"recurrent malaria, under-five, risk factors, Osun State, episodes",2020,Dr. Babatunde,Infectious Diseases
A Descriptive Analysis of Obstetric Complications and Emergency Referral Patterns at UNIOSUN Teaching Hospital Osogbo Among Residents of Ede Local Government,"obstetric complications, emergency referral, UNIOSUN, teaching hospital, Osogbo",2019,Prof. Ogunleye,Maternal & Child Health
A Cross-Sectional Study of Developing a Predictive Scoring Tool for Maternal Complications Using Routine Obstetric Data Nigeria Among Residents of Ife South Local Government,"predictive scoring, maternal complications, routine data, obstetric, Nigeria",2018,Prof. Ogunleye,Biostatistics
A Descriptive Analysis of Effectiveness of the Basic Healthcare Provision Fund in Strengthening Primary Health Centers Among Residents of Ede Local Government,"basic healthcare fund, PHC, effectiveness, primary health, strengthening",2016,Dr. Salawu,Health Policy
Comparative Study of Prevalence of Birth Asphyxia and Contributing Factors in Neonatal Units of Osun State Hospitals Among Residents of Ife South Local Government,"birth asphyxia, prevalence, neonatal, contributing factors, Osun State",2018,Prof. Adewale,Maternal & Child Health
A Descriptive Analysis of Prevalence of Overweight and Obesity Among Residents of Ilesha Local Government,"overweight, obesity, adolescents, secondary school, Osogbo",2020,Dr. Nwachukwu,Epidemiology
Comparative Study of Dengue Fever Seroprevalence and Associated Risk Factors in Flood-Prone Areas of Osun State Among Residents of Osogbo Local Government,"dengue fever, seroprevalence, flood-prone, risk factors, Osun",2017,Dr. Nwachukwu,Epidemiology
A Cross-Sectional Study of Factors Associated with Recurrent Malaria Episodes Among Residents of Ife East Local Government,"recurrent malaria, under-five, risk factors, Osun State, episodes",2015,Dr. Olayinka,Infectious Diseases
An Exploratory Analysis of Intestinal Parasitic Infections Among Residents of Ede Local Government,"intestinal parasites, schoolchildren, environmental risk, infections, Osun",2015,Prof. Adesanya,Infectious Diseases
Longitudinal Investigation of Assessment of Kangaroo Mother Care Practice and Neonatal Outcomes in Osun State Hospitals Among Residents of Ilesha Local Government,"kangaroo mother care, neonatal outcomes, practice, Osun State, hospitals",2017,Prof. Adewale,Maternal & Child Health
An Exploratory Analysis of Under-Five Malnutrition Prevalence and Its Relationship with Household Food Security in Nigeria Among Residents of Boripe Local Government,"malnutrition, under-five, food security, household, Nigeria",2020,Dr. Akindele,Maternal & Child Health
An Exploratory Analysis of Epidemiological Study of Eye Diseases and Visual Impairment Among Residents of Boripe Local Government,"eye diseases, visual impairment, adults, rural, Osun",2020,Prof. Fasola,Epidemiology
Comparative Study of Epidemiology of Salmonella Infections and Outbreak Investigation in Osun State Communities Among Residents of Ife South Local Government,"Salmonella, infections, outbreak investigation, Osun State, epidemiology",2021,Prof. Adebayo,Infectious Diseases
Comparative Study of Factors Associated with Recurrent Malaria Episodes Among Residents of Boripe Local Government,"recurrent malaria, under-five, risk factors, Osun State, episodes",2020,Dr. Olayinka,Infectious Diseases
Community-Based Study on Tuberculosis Treatment Default Rate and Associated Factors in DOTS Centres Osun State Nigeria Among Residents of Ife East Local Government,"tuberculosis, treatment default, DOTS, Osun State, associated factors",2018,Prof. Fasola,Infectious Diseases
Comparative Study of Principal Component Analysis of Socioeconomic Determinants of Health Outcomes in Southwest Nigeria Among Residents of Ilesa Local Government,"principal component analysis, socioeconomic determinants, health outcomes, Nigeria",2015,Dr. Nnamdi,Biostatistics
Hospital-Based Assessment of Factors Associated with Recurrent Malaria Episodes Among Residents of Ejigbo Local Government,"recurrent malaria, under-five, risk factors, Osun State, episodes",2015,Prof. Adeleke,Infectious Diseases
Retrospective Review of Environmental Health Impact Assessment of a Proposed Industrial Estate in Osun State Nigeria Among Residents of Ejigbo Local Government,"environmental health impact, industrial estate, assessment, Osun State, Nigeria",2020,Dr. Salawu,Environmental Health
Hospital-Based Assessment of Sanitation Conditions and Hygiene Practices in Public Primary Schools of Osun State Nigeria Among Residents of Osogbo Local Government,"sanitation, hygiene, primary schools, public schools, Osun State",2018,Prof. Bankole,Environmental Health
Community-Based Study on Assessment of Childhood Immunization Against Vaccine-Preventable Diseases in UNIOSUN Catchment Areas Among Residents of Osogbo Local Government,"childhood immunization, vaccine-preventable diseases, UNIOSUN, catchment area",2015,Prof. Ogunleye,Infectious Diseases
Comparative Study of Heavy Metal Contamination of Borehole Water Sources in Industrial Areas of Osun State Nigeria Among Residents of Ife East Local Government,"heavy metals, borehole, contamination, industrial, water safety",2017,Prof. Emeka,Environmental Health
A Descriptive Analysis of Stakeholder Perceptions of Universal Health Coverage Implementation in Osun State Nigeria Among Residents of Osogbo Local Government,"universal health coverage, stakeholders, perceptions, implementation, Nigeria",2020,Prof. Adebayo,Health Policy
An Exploratory Analysis of Epidemiological Study of Eye Diseases and Visual Impairment Among Residents of Ife South Local Government,"eye diseases, visual impairment, adults, rural, Osun",2020,Dr. Akindele,Epidemiology
Retrospective Review of Gonorrhoea and Syphilis Co-Infection Prevalence Among Residents of Ilesa Local Government,"gonorrhoea, syphilis, co-infection, antenatal clinic, Osogbo",2021,Prof. Emeka,Infectious Diseases
An Exploratory Analysis of Cultural Beliefs and Practices Influencing Maternal Healthcare Decision-Making in Ife South Communities Among Residents of Iwo Local Government,"cultural beliefs, maternal healthcare, decision-making, Ife South, practices",2016,Dr. Nnamdi,Maternal & Child Health
An Exploratory Analysis of Effect of Male Partner Involvement on Maternal Health Service Utilization in Osun State Communities Among Residents of Osogbo Local Government,"male involvement, maternal health, service utilization, Osun State, partner",2017,Dr. Babatunde,Maternal & Child Health
An Exploratory Analysis of Evaluation of Community Health Workers Policy and Its Impact on Rural Health Outcomes Among Residents of Boripe Local Government,"community health workers, policy evaluation, rural health, outcomes",2015,Dr. Akinwande,Health Policy
Retrospective Review of Epidemiological Assessment of Childhood Pneumonia Cases in UNIOSUN Teaching Hospital Outpatients Among Residents of Ife East Local Government,"pneumonia, childhood, epidemiology, teaching hospital, outpatients",2016,Dr. Nnamdi,Epidemiology
Longitudinal Investigation of Structural Equation Modelling of Social Determinants Affecting Health Outcomes in Osun State Nigeria Among Residents of Ejigbo Local Government,"structural equation modelling, social determinants, health outcomes, Osun, Nigeria",2017,Dr. Nnamdi,Biostatistics
Retrospective Review of Knowledge and Practice of Family Planning Methods Among Residents of Ilesha Local Government,"family planning, knowledge, practice, married women, Ife Central",2015,Dr. Salawu,Maternal & Child Health
A Descriptive Analysis of Cultural Beliefs and Practices Influencing Maternal Healthcare Decision-Making in Ife South Communities Among Residents of Ilesha Local Government,"cultural beliefs, maternal healthcare, decision-making, Ife South, practices",2019,Dr. Babatunde,Maternal & Child Health
A Cross-Sectional Study of Analysis of Task-Shifting Policy for Health Workers in Low-Resource Settings of Southwest Nigeria Among Residents of Iwo Local Government,"task-shifting, health workers, low-resource, policy, Southwest Nigeria",2020,Dr. Babatunde,Health Policy
Principal Component Analysis of Socioeconomic Determinants of Health Outcomes in Southwest Nigeria,"principal component analysis, socioeconomic determinants, health outcomes, Nigeria",2019,Dr. Abiodun,Biostatistics
An Exploratory Analysis of Trend Analysis of Tuberculosis Case Notifications in Osun State Over a Ten-Year Period Among Residents of Ilesa Local Government,"tuberculosis, trend analysis, case notification, Osun State",2018,Dr. Nnamdi,Epidemiology
A Descriptive Analysis of Gender-Responsive Health Policy Analysis and Women Empowerment in Osun State Communities Among Residents of Ejigbo Local Government,"gender-responsive, health policy, women empowerment, Osun, analysis",2015,Prof. Nwosu,Health Policy
Retrospective Review of Malaria Parasite Density and Treatment Outcomes Among Residents of Ede Local Government,"malaria, parasite density, treatment outcomes, children, UNIOSUN",2020,Prof. Adeleke,Infectious Diseases
A Cross-Sectional Study of Effect of Male Partner Involvement on Maternal Health Service Utilization in Osun State Communities Among Residents of Boripe Local Government,"male involvement, maternal health, service utilization, Osun State, partner",2020,Dr. Babatunde,Maternal & Child Health
Comparative Study of Systematic Review and Meta-Analysis of Hypertension Prevalence Studies in Southwest Nigeria Among Residents of Ejigbo Local Government,"systematic review, meta-analysis, hypertension, prevalence, Southwest Nigeria",2020,Prof. Adesanya,Biostatistics
Longitudinal Investigation of Epidemiology of Salmonella Infections and Outbreak Investigation in Osun State Communities Among Residents of Iwo Local Government,"Salmonella, infections, outbreak investigation, Osun State, epidemiology",2016,Prof. Nwosu,Infectious Diseases
Comparative Study of Socioeconomic Factors and Teenage Pregnancy Prevalence Among Residents of Ilesa Local Government,"teenage pregnancy, socioeconomic, secondary school, prevalence, Osun State",2020,Dr. Folarin,Maternal & Child Health
An Exploratory Analysis of Health Financing Strategies and Their Effect on Out-of-Pocket Expenditure in Osun State Among Residents of Ife South Local Government,"health financing, out-of-pocket, expenditure, Osun State, strategy",2020,Prof. Adesanya,Health Policy
Community-Based Study on Review of Immunization Policy Compliance and Vaccination Coverage in Osun State Communities Among Residents of Ede Local Government,"immunization policy, compliance, vaccination coverage, Osun, communities",2018,Dr. Akindele,Health Policy
A Descriptive Analysis of Chemical Pesticide Use Patterns and Chronic Health Effects Among Residents of Ife North Local Government,"pesticide, chemical exposure, agricultural workers, chronic health, Osun",2022,Dr. Oluwaseun,Environmental Health
Community-Based Study on Knowledge Attitude and Practice Regarding Lassa Fever Prevention Among Residents of Ilesha Local Government,"Lassa fever, knowledge, attitude, practice, healthcare workers",2017,Prof. Adewale,Infectious Diseases
Hospital-Based Assessment of Spatial Analysis of Malaria Incidence Using Geographic Information Systems in Osun State Among Residents of Ife North Local Government,"spatial analysis, GIS, malaria incidence, Osun State, geographic",2021,Dr. Oluwaseun,Biostatistics
Comparative Study of Kaplan-Meier Analysis of Survival Among Residents of Ejigbo Local Government,"Kaplan-Meier, survival analysis, tuberculosis, DOTS, Osun State",2019,Prof. Adeoti,Biostatistics
